City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Katy,US,29.7858,-95.8244,76.75,84,60,23.02,haze
348,Mikhaylovka,RU,50.06,43.2379,36.79,87,11,9.73,few clouds
349,Plaster Rock,CA,46.9065,-67.39,36.12,94,100,12.75,light snow
350,Ayan,RU,56.45,138.1667,9.41,74,1,11.27,clear sky
351,Ukiah,US,39.1502,-123.2078,69.17,41,0,6.91,clear sky
352,Lagoa,PT,39.05,-27.9833,56.73,62,100,26.96,overcast clouds
353,Puerto Madero,MX,14.7208,-92.4215,85.62,62,3,12.1,clear sky
354,Coos Bay,US,43.3665,-124.2179,51.15,100,100,9.22,mist
355,Leamington,CA,42.0549,-82.6062,58.98,81,81,3.0,broken clouds
356,Ouagadougou,BF,12.3642,-1.5383,100.53,15,49,6.91,scattered clouds
357,Thinadhoo,MV,0.5333,72.9333,83.68,73,100,16.28,overcast clouds
358,Gunnedah,AU,-30.9833,150.25,61.66,72,0,4.54,clear sky
359,Lorengau,PG,-2.0226,147.2712,80.44,78,24,1.79,few clouds
360,Okato,NZ,-39.2,173.8833,64.9,86,100,9.93,overcast clouds
361,Genhe,CN,50.7833,121.5167,-3.17,100,90,3.24,overcast clouds
362,Pandan,PH,14.0453,124.1694,78.75,85,100,7.74,overcast clouds
363,Puerto Baquerizo Moreno,EC,-0.9,-89.6,83.39,70,40,9.22,scattered clouds
364,Birakan,RU,49.0167,131.7,1.44,100,93,2.62,overcast clouds
365,Nueva Guinea,NI,11.6876,-84.4562,87.39,47,100,16.78,overcast clouds
366,Upington,ZA,-28.4478,21.2561,75.58,57,20,11.5,few clouds
367,Torit,SS,4.4133,32.5678,84.61,44,20,5.64,few clouds
368,Goundam,ML,16.4145,-3.6708,89.19,11,25,11.01,scattered clouds
369,Nantucket,US,41.2835,-70.0995,55.51,60,0,24.16,clear sky
370,Madaoua,NE,14.073,5.96,88.38,14,95,4.07,overcast clouds
371,Bacolod,PH,10.6667,122.95,79.39,79,98,5.91,overcast clouds
372,Fairbanks,US,64.8378,-147.7164,4.24,65,20,5.75,few clouds
373,Chimbote,PE,-9.0853,-78.5783,74.98,71,54,11.56,broken clouds
374,Hyeres,FR,43.1167,6.1167,53.73,44,0,17.27,clear sky
375,Segovia,ES,41.1667,-4.0,45.43,89,100,11.01,light rain
376,Paramonga,PE,-10.6667,-77.8333,74.16,74,28,11.14,scattered clouds
377,Pietarsaari,FI,63.65,22.6833,37.53,92,0,7.47,clear sky
378,Alexandria,EG,31.2156,29.9553,57.16,54,40,9.22,scattered clouds
379,Aksehir,TR,38.3575,31.4164,25.38,71,79,4.14,broken clouds
380,Guadalupe Y Calvo,MX,26.1,-106.9667,57.2,15,0,16.69,clear sky
381,Kutum,SD,14.2,24.6667,75.87,8,75,6.85,broken clouds
382,Akyab,MM,20.15,92.9,76.53,80,39,1.28,scattered clouds
383,Santa Barbara,US,34.7333,-120.0343,71.82,28,0,5.75,clear sky
384,Kaeo,NZ,-35.1,173.7833,65.32,96,14,8.05,few clouds
385,Durusu,TR,41.3053,28.6767,42.84,75,40,15.01,scattered clouds
386,Finsterwalde,DE,51.6333,13.7167,48.52,49,0,7.11,clear sky
387,Miranda,CO,3.2499,-76.2281,82.53,70,100,2.33,overcast clouds
388,Talnakh,RU,69.4865,88.3972,-9.8,93,25,4.21,scattered clouds
389,Nizhniy Mamon,RU,50.1937,40.5083,35.37,88,100,12.64,overcast clouds
390,Narsaq,GL,60.9167,-46.05,19.62,65,0,3.02,clear sky
391,George Town,MY,5.4112,100.3354,78.75,87,20,2.3,few clouds
392,Puerto Leguizamo,CO,-0.1934,-74.7819,73.17,97,100,2.21,overcast clouds
393,Lewistown,US,40.5992,-77.5714,64.62,33,0,12.66,clear sky
394,Edd,ER,13.9297,41.6925,79.93,73,44,9.95,scattered clouds
395,Belyy Yar,RU,53.6039,91.3903,16.86,72,62,2.24,smoke
396,Oyonnax,FR,46.2592,5.6573,51.93,81,8,0.87,clear sky
397,Almeirim,BR,-1.5233,-52.5817,78.42,94,100,3.94,overcast clouds
398,North Battleford,CA,52.7834,-108.2847,37.4,64,0,16.11,clear sky
399,Russell,US,32.3502,-85.1999,75.11,23,0,8.05,clear sky
400,Bat Khela,PK,34.6167,71.9714,66.83,36,0,7.83,clear sky
401,Cascavel,BR,-24.9558,-53.4553,78.4,50,0,9.22,clear sky
402,Valparaiso,CL,-33.0393,-71.6273,76.64,58,0,16.11,clear sky
403,Lumberton,US,34.6182,-79.0086,72.32,28,0,0.51,clear sky
404,Poum,NC,-20.2333,164.0167,79.84,78,100,16.58,overcast clouds
405,Mahanoro,MG,-19.9,48.8,73.0,80,100,4.7,overcast clouds
406,Rocha,UY,-34.4833,-54.3333,73.09,44,0,17.45,clear sky
407,Alice Springs,AU,-23.7,133.8833,69.22,32,0,5.75,clear sky
408,Lokot,RU,52.565,34.5776,33.26,90,6,7.85,clear sky
409,Vostok,RU,46.4856,135.8833,14.52,96,100,3.76,overcast clouds
410,Bud,US,39.447,-86.1758,71.91,27,95,12.5,overcast clouds
411,Maksatikha,RU,57.797,35.8825,32.81,95,15,4.63,few clouds
412,Marawi,PH,7.9986,124.2928,68.38,93,100,2.17,overcast clouds
413,Sillod,IN,20.3,75.65,81.72,18,0,8.32,clear sky
414,Chiang Rai,TH,19.9167,99.9167,75.18,98,0,0.0,clear sky
415,Sokoni,TZ,-6.4333,39.55,81.88,79,97,10.85,overcast clouds
416,Pinega,RU,64.7001,43.3936,34.47,90,100,11.23,overcast clouds
417,San-Pedro,CI,4.7485,-6.6363,79.83,81,99,7.09,overcast clouds
418,Nacala,MZ,-14.5428,40.6728,74.1,95,100,7.18,overcast clouds
419,Killybegs,IE,54.6333,-8.45,56.91,82,53,11.56,broken clouds
420,Praia Da Vitoria,PT,38.7333,-27.0667,59.25,72,40,17.6,scattered clouds
421,Russkaya Polyana,UA,49.417,31.9201,41.11,84,0,8.81,clear sky
422,San Quintin,MX,30.4833,-115.95,62.65,66,6,10.0,clear sky
423,Sola,VU,-13.8833,167.55,81.59,79,100,10.85,overcast clouds
424,Medea,DZ,36.2642,2.7539,48.15,87,100,9.24,overcast clouds
425,Villa Carlos Paz,AR,-31.4241,-64.4978,72.9,37,33,11.01,scattered clouds
426,Pangai,TO,-19.8,-174.35,82.26,81,100,15.97,overcast clouds
427,Ketchikan,US,55.3422,-131.6461,45.07,87,100,13.8,light rain
428,San Pedro,PH,14.35,121.0167,81.63,71,20,3.44,few clouds
429,Mabaruma,GY,8.2,-59.7833,84.2,74,75,4.61,broken clouds
430,Margate,GB,51.3813,1.3862,51.31,70,36,1.99,scattered clouds
431,Yerbogachen,RU,61.2767,108.0108,14.72,95,99,7.54,overcast clouds
432,Xining,CN,36.6167,101.7667,35.46,69,100,2.66,overcast clouds
433,Lac-Megantic,CA,45.5834,-70.8823,30.56,83,100,14.63,light snow
434,Angoche,MZ,-16.2325,39.9086,75.72,83,77,9.62,broken clouds
435,Yendi,GH,9.4427,-0.0099,95.27,27,100,4.47,overcast clouds
436,Aygut,AM,40.6833,45.1729,14.97,95,100,2.66,overcast clouds
437,Namibe,AO,-15.1961,12.1522,75.18,79,100,3.94,overcast clouds
438,Vetluzhskiy,RU,58.3902,45.4654,26.04,93,22,3.24,few clouds
439,Port Blair,IN,11.6667,92.75,75.24,94,75,1.14,mist
440,Talcahuano,CL,-36.7167,-73.1167,60.89,73,0,11.05,clear sky
441,Alvorada,BR,-12.48,-49.1247,88.75,57,91,4.27,overcast clouds
442,Remscheid,DE,51.1833,7.2,57.36,64,28,6.11,scattered clouds
443,Yeppoon,AU,-23.1333,150.7333,71.38,70,91,7.74,overcast clouds
444,Verkhoyansk,RU,67.5447,133.385,-27.31,100,98,3.24,overcast clouds
445,Lakatoro,VU,-16.0999,167.4164,77.92,87,100,5.84,heavy intensity rain
446,Trairi,BR,-3.2778,-39.2689,82.44,76,18,9.89,heavy intensity rain
447,Suntar,RU,62.1444,117.6319,10.89,98,100,1.9,overcast clouds
448,Macamic,CA,48.7502,-78.9996,27.36,65,100,14.18,overcast clouds
449,Maceio,BR,-9.6658,-35.7353,76.44,88,75,11.5,moderate rain
450,Kavieng,PG,-2.5744,150.7967,80.82,80,99,6.6,light rain
451,Cabra,ES,37.4725,-4.4421,57.18,77,11,4.81,few clouds
452,Hlobyne,UA,49.3878,33.2596,41.09,87,0,9.98,clear sky
453,Winnemucca,US,40.973,-117.7357,46.45,36,0,5.75,clear sky
454,Vestmannaeyjar,IS,63.4427,-20.2734,43.79,93,75,25.32,light rain
455,Harper,LR,4.375,-7.7169,80.4,80,50,8.39,scattered clouds
456,Calama,CL,-22.4667,-68.9333,75.24,18,5,16.24,clear sky
457,Spring Hill,US,28.4769,-82.5255,83.98,36,0,13.8,clear sky
458,Caluquembe,AO,-13.7833,14.6833,62.24,87,88,3.47,light rain
459,Kyren,RU,51.6828,102.1408,10.58,83,17,2.28,few clouds
460,Osinovo,RU,55.8809,48.881,28.49,90,6,6.31,clear sky
461,Novoaleksandrovsk,RU,45.4948,41.2207,36.73,61,11,3.49,few clouds
462,Dzhebariki-Khaya,RU,62.2167,135.8,-4.45,100,100,1.95,overcast clouds
463,Kirakira,SB,-10.4544,161.9205,79.41,82,58,4.03,broken clouds
464,Sinnamary,GF,5.3833,-52.95,79.07,83,64,10.58,broken clouds
465,The Valley,AI,18.217,-63.0578,84.06,65,20,12.66,few clouds
466,Nigde,TR,37.8333,34.75,10.67,88,20,5.32,few clouds
467,Bonavista,CA,48.6499,-53.1147,31.96,97,100,21.85,light snow
468,Hibbing,US,47.4272,-92.9377,45.75,36,100,14.97,overcast clouds
469,Waipawa,NZ,-41.4122,175.5153,60.19,98,98,4.94,overcast clouds
470,Santa Fe,AR,-31.6333,-60.7,79.02,49,1,4.0,clear sky
471,Fort Dodge,US,42.4975,-94.168,72.01,26,0,21.85,clear sky
472,Charleville-Mezieres,FR,49.7667,4.7167,49.96,77,7,4.05,clear sky
473,Zyryanka,RU,65.75,150.85,4.46,94,100,20.51,light snow
474,Trelew,AR,-43.249,-65.3051,74.12,29,100,12.33,overcast clouds
475,Lerwick,GB,60.1545,-1.1494,42.8,84,11,13.29,few clouds
476,Carora,VE,10.1755,-70.0827,91.2,36,76,16.4,broken clouds
477,Shu,KZ,43.5983,73.7614,34.83,99,100,5.66,snow
478,Dalbandin,PK,28.8947,64.4101,71.8,11,0,6.08,clear sky
479,Luanda,AO,-8.8368,13.2343,82.4,78,40,6.91,scattered clouds
480,General Delgado,PY,-27.1667,-56.5167,93.85,28,0,8.9,clear sky
481,Hoshangabad,IN,22.75,77.7167,82.62,16,2,5.61,clear sky
482,Wembley,AU,-31.9333,115.8,65.05,62,0,12.66,clear sky
483,Smithers,CA,54.7804,-127.1743,37.72,81,75,4.61,broken clouds
484,Salinopolis,BR,-0.6136,-47.3561,78.82,84,100,6.69,overcast clouds
485,Karachi,PK,24.9056,67.0822,73.22,78,0,6.91,clear sky
486,Itarema,BR,-2.9248,-39.9167,82.85,76,73,12.97,broken clouds
487,Beidao,CN,34.5686,105.8933,43.79,82,100,4.41,overcast clouds
488,Norman Wells,CA,65.282,-126.8329,-2.16,71,40,16.11,scattered clouds
489,Bahia Honda,CU,22.9036,-83.1592,80.46,68,40,15.88,scattered clouds
490,Argir,FO,61.9959,-6.7715,43.77,87,100,14.05,overcast clouds
491,Hirara,JP,24.8,125.2833,73.02,95,3,15.21,clear sky
492,Caravelas,BR,-17.7125,-39.2481,81.34,70,2,9.98,clear sky
493,Zainsk,RU,55.3195,52.0694,31.19,88,10,8.88,clear sky
494,Garh Maharaja,PK,30.8339,71.9053,76.91,17,0,7.83,clear sky
495,Saint-Joseph,RE,-21.3667,55.6167,79.18,88,97,12.28,light rain
496,Keffi,NG,8.8486,7.8736,89.91,23,98,3.0,overcast clouds
497,Chalmette,US,29.9427,-89.9634,78.01,53,0,24.16,clear sky
498,Evanston,US,42.0411,-87.6901,73.92,35,0,12.66,clear sky
499,Dalby,AU,-27.1833,151.2667,60.98,93,0,2.24,clear sky
500,Kasongo,CD,-4.45,26.6667,71.35,97,100,3.22,moderate rain
501,Pangnirtung,CA,66.1451,-65.7125,-7.6,59,75,2.3,broken clouds
502,Simao,CN,22.7886,100.9748,60.64,94,47,2.62,scattered clouds
503,Nago,JP,26.5881,127.9761,72.45,88,96,14.83,overcast clouds
504,Tecoanapa,MX,16.5167,-98.75,87.22,43,0,12.39,clear sky
505,Chochola,MX,20.75,-89.8333,91.99,27,0,8.52,clear sky
506,Yola,NG,9.2,12.4833,89.92,9,100,4.25,overcast clouds
507,Lluta,PE,-16.0147,-72.0142,55.18,73,100,9.24,overcast clouds
508,Salta,AR,-24.7859,-65.4117,72.19,76,75,5.75,broken clouds
509,Maryville,US,35.7565,-83.9705,72.12,28,20,4.0,few clouds
510,Aykhal,RU,66.0,111.5,-3.68,100,100,6.15,overcast clouds
511,Brae,GB,60.3964,-1.353,43.02,86,14,12.39,few clouds
512,Les Cayes,HT,18.2,-73.75,82.72,64,60,13.58,broken clouds
513,Pawa,PH,13.1747,123.7328,77.4,89,100,5.39,overcast clouds
514,Trinidad,BO,-14.8333,-64.9,87.78,62,20,3.44,few clouds
515,Ossora,RU,59.2353,163.0719,31.91,98,100,14.34,snow
516,Mezen,RU,65.8522,44.24,33.8,87,100,10.76,overcast clouds
517,Salamiyah,SY,35.0113,37.0532,40.62,61,87,5.75,overcast clouds
518,Puerto Colombia,CO,10.9878,-74.9547,87.89,75,100,24.02,overcast clouds
519,Gold Coast,AU,-28.0,153.4333,68.04,90,0,4.61,clear sky
520,Ponta Delgada,PT,37.7333,-25.6667,61.5,55,20,20.71,few clouds
521,Kyra,RU,49.5776,111.9753,1.17,98,36,4.12,scattered clouds
522,Richards Bay,ZA,-28.783,32.0377,69.93,69,100,5.88,overcast clouds
523,Sao Felix Do Xingu,BR,-6.6447,-51.995,80.11,88,100,1.25,moderate rain
524,Dwarka,IN,22.2394,68.9678,76.26,74,5,15.79,clear sky
525,Banda Aceh,ID,5.5577,95.3222,80.19,77,100,12.26,overcast clouds
526,Staryy Nadym,RU,65.6118,72.6842,-5.39,100,46,8.52,scattered clouds
527,Luau,AO,-10.7073,22.2247,63.05,95,100,1.25,overcast clouds
528,Port Hardy,CA,50.6996,-127.4199,46.58,81,100,17.27,overcast clouds
529,Racine,US,42.7495,-88.0751,71.28,42,31,8.05,scattered clouds
530,Vila,PT,42.0304,-8.1588,49.08,83,16,2.77,few clouds
531,Nadym,RU,65.5333,72.5167,-4.97,100,54,8.84,broken clouds
532,Saint Anthony,US,45.0205,-93.218,66.09,47,0,14.97,clear sky
533,George,ZA,-33.963,22.4617,63.95,100,75,2.3,broken clouds
534,Octeville,FR,49.6261,-1.6435,51.58,81,0,9.22,clear sky
535,Rio Gallegos,AR,-51.6226,-69.2181,57.25,58,75,10.36,broken clouds
536,Ayr,GB,55.4627,-4.6339,50.31,79,30,4.34,scattered clouds
537,Esqueda,MX,30.7167,-109.5833,58.75,23,45,19.1,scattered clouds
538,Borovsk,RU,55.2064,36.4861,30.78,96,34,3.87,scattered clouds
539,Hofn,IS,64.2539,-15.2082,37.42,93,100,8.05,light intensity drizzle rain
540,Cap Malheureux,MU,-19.9842,57.6142,79.47,88,38,1.01,scattered clouds
541,Kapoeta,SS,4.7717,33.5903,84.94,40,3,10.22,clear sky
542,Karatau,KZ,43.1667,70.4667,33.57,83,100,6.62,overcast clouds
543,Boddam,GB,57.4667,-1.7833,41.43,87,0,9.84,clear sky
544,Lethem,GY,3.3803,-59.7968,93.58,36,100,9.01,overcast clouds
545,Van,TR,38.4924,43.3831,29.55,74,75,3.44,broken clouds
546,Syracuse,IT,37.0881,15.2792,49.37,55,100,8.43,overcast clouds
547,Meihekou,CN,42.5272,125.6753,23.38,80,3,5.82,clear sky
548,Rathenow,DE,52.6066,12.337,47.1,52,0,6.53,clear sky
549,Kembe,CF,4.6228,21.8865,81.3,36,4,2.77,clear sky
550,Pirmasens,DE,49.2015,7.6053,54.63,68,0,5.73,clear sky
551,Sovetsk,RU,55.0839,21.8785,44.69,58,0,0.2,clear sky
552,Bayan,CN,46.0833,127.4,23.97,61,2,8.57,clear sky
553,Sirvintos,LT,55.05,24.95,46.56,68,0,3.18,clear sky
554,Teguldet,RU,57.3064,88.1667,19.94,90,100,9.4,overcast clouds
555,Mhango,TZ,-3.2833,32.85,65.52,90,100,6.29,light rain
556,Ust-Kut,RU,56.7938,105.7672,8.55,99,100,3.38,overcast clouds
557,Cardoso,BR,-20.0819,-49.9142,79.16,70,87,11.16,overcast clouds
558,Sargatskoye,RU,55.6101,73.4972,17.78,96,100,7.11,overcast clouds
559,Chichimila,MX,20.6167,-88.2167,96.06,26,1,8.79,clear sky
560,Salalah,OM,17.0151,54.0924,73.6,43,6,2.46,clear sky
561,Adrar,MR,20.5022,-10.0711,77.79,11,0,3.31,clear sky
562,Broken Hill,AU,-31.95,141.4333,69.51,60,100,3.44,overcast clouds
563,Saint-Ambroise,CA,48.5501,-71.3324,31.59,64,100,18.41,light snow
564,Coahuayana,MX,18.7333,-103.6833,90.34,25,44,7.74,scattered clouds
565,Sawtell,AU,-30.3833,153.1,60.19,94,0,3.44,clear sky
566,Peachland,CA,49.7665,-119.7357,51.67,55,88,4.0,overcast clouds
567,Japura,ID,-0.3167,102.35,76.14,91,100,1.32,overcast clouds
568,Duiwelskloof,ZA,-23.6934,30.14,61.81,64,2,1.86,clear sky
569,Hanyang,CN,32.1371,105.5126,47.41,86,100,4.05,overcast clouds
570,Norsup,VU,-16.0667,167.3833,78.19,87,100,5.95,heavy intensity rain
571,Acolla,PE,-11.7319,-75.5463,56.28,66,86,4.12,overcast clouds
572,Port Augusta,AU,-32.5,137.7667,72.72,59,100,3.87,overcast clouds
573,Daru,PG,-9.0763,143.2092,79.57,86,100,3.04,moderate rain
574,Sturgeon Falls,CA,46.3646,-79.9326,39.88,55,9,10.56,clear sky
575,Amahai,ID,-3.3333,128.9167,77.81,84,99,3.53,overcast clouds
576,Flinders,AU,-34.5833,150.8552,60.39,89,14,4.0,few clouds
577,Baracoa,CU,20.3467,-74.4958,81.27,65,35,12.21,scattered clouds
578,Alta Floresta,BR,-9.8756,-56.0861,87.62,66,20,2.3,few clouds
579,Chokwe,MZ,-24.5333,32.9833,68.29,79,0,6.8,clear sky
580,Dandong,CN,40.1292,124.3947,31.37,68,1,6.15,clear sky
581,Krasnovishersk,RU,60.4078,57.082,22.03,89,100,8.19,overcast clouds
582,Meulaboh,ID,4.1363,96.1285,76.84,87,100,4.18,overcast clouds
583,Chara,RU,56.9064,118.2631,3.2,78,27,2.19,scattered clouds
584,Progreso,MX,21.2833,-89.6667,92.1,54,0,15.23,clear sky
585,Tiznit,MA,29.5833,-9.5,55.99,74,100,7.61,overcast clouds
586,Mombetsu,JP,44.3525,143.3525,28.54,71,51,10.92,broken clouds
587,Zhezkazgan,KZ,47.8043,67.7144,21.94,74,100,18.16,overcast clouds
588,Lac Du Bonnet,CA,50.2536,-96.0612,40.73,82,100,11.83,overcast clouds
589,Ohara,JP,35.25,140.3833,52.05,70,100,8.19,moderate rain
590,Awbari,LY,26.5921,12.7805,59.94,37,0,13.31,clear sky
591,Osterhofen,DE,48.7,13.0167,45.5,37,0,5.39,clear sky
592,Labuan,MY,5.2767,115.2417,77.36,94,20,0.0,few clouds
593,Visby,SE,57.6409,18.296,37.62,56,0,5.75,clear sky
594,Lodja,CD,-3.4833,23.4333,70.79,94,77,2.77,broken clouds
595,Prince Rupert,CA,54.3161,-130.3201,46.49,81,100,20.71,overcast clouds
596,Matagami,CA,49.7502,-77.6328,21.31,68,100,18.41,overcast clouds
597,Banff,CA,51.1762,-115.5698,40.23,41,63,6.91,broken clouds
598,Petatlan,MX,17.5167,-101.2667,92.66,25,0,7.52,clear sky
599,Hobyo,SO,5.3505,48.5268,79.07,72,82,7.72,broken clouds
600,Harlingen,US,26.1906,-97.6961,84.11,46,11,34.63,few clouds
601,Katherine,AU,-14.4667,132.2667,79.12,73,100,3.44,overcast clouds
602,La Romana,DO,18.4273,-68.9728,88.16,48,40,11.5,scattered clouds
603,Jieshi,CN,22.8134,115.8257,73.94,91,100,6.96,overcast clouds
604,Chimbarongo,CL,-34.7,-71.05,80.73,15,1,6.38,clear sky
605,Mesimerion,GR,40.412,23.0059,45.88,50,0,3.44,clear sky
606,Gari,RU,59.4307,62.3497,24.15,91,100,12.35,overcast clouds
607,Urucara,BR,-2.5364,-57.76,80.28,90,83,1.41,light rain
608,Taltal,CL,-25.4,-70.4833,69.15,67,25,7.67,scattered clouds
609,Takoradi,GH,4.8845,-1.7554,81.81,81,36,9.28,scattered clouds
610,Barao De Melgaco,BR,-16.1944,-55.9675,90.7,51,96,3.33,overcast clouds
611,Banyo,CM,6.75,11.8167,78.15,30,95,6.46,overcast clouds
612,Faya,SA,18.3851,42.4509,62.71,53,0,4.21,clear sky
613,Gushikawa,JP,26.3544,127.8686,71.6,91,75,16.11,broken clouds
614,Melita,CA,49.2681,-100.9967,37.54,74,100,9.4,overcast clouds
615,Rio Grande,BR,-32.035,-52.0986,75.31,58,97,18.68,overcast clouds
616,Dondo,MZ,-19.6094,34.7431,78.31,83,34,5.41,scattered clouds
617,Tocopilla,CL,-22.092,-70.1979,72.28,68,23,10.45,few clouds
618,Charyshskoye,RU,51.3978,83.5598,16.41,86,100,5.55,overcast clouds
619,Naze,JP,28.3667,129.4833,67.12,86,100,21.97,overcast clouds
620,Sofiyivka,UA,48.0493,33.8746,40.44,86,0,13.22,clear sky
621,Hambantota,LK,6.1241,81.1185,80.94,94,20,3.44,few clouds
622,Pasighat,IN,28.0667,95.3333,74.7,53,80,4.54,broken clouds
623,Farap,TM,39.1704,63.6116,46.4,61,0,6.91,clear sky
624,Fairmount,US,43.0473,-76.2385,53.33,50,19,11.01,few clouds
625,Gaggenau,DE,48.8,8.3333,52.93,57,0,6.91,clear sky
626,Kidal,ML,18.4411,1.4078,84.69,7,1,11.86,clear sky
627,Wanlaweyn,SO,2.6185,44.8938,78.75,74,14,15.39,few clouds
628,Shingu,JP,33.7333,135.9833,46.76,94,100,4.68,moderate rain
629,Mahibadhoo,MV,3.7833,72.9667,82.98,70,0,14.61,clear sky
630,Coihaique,CL,-45.5752,-72.0662,65.01,67,100,9.22,overcast clouds
631,Teluknaga,ID,-6.0989,106.6381,81.63,83,20,11.5,few clouds
632,Walvis Bay,NA,-22.9575,14.5053,68.09,73,34,11.27,light rain
633,Sitka,US,57.0531,-135.33,39.78,96,100,6.49,light rain
634,Atbasar,KZ,51.8,68.3333,18.66,94,100,13.29,overcast clouds
635,Gualaceo,EC,-2.9,-78.7833,69.46,91,99,3.69,light rain
636,Srandakan,ID,-7.9386,110.2506,77.32,88,100,4.97,overcast clouds
637,Peruibe,BR,-24.32,-46.9983,71.26,87,98,12.15,overcast clouds
638,Ometepec,MX,16.6833,-98.4167,96.55,21,0,9.8,clear sky
639,Yulara,AU,-25.2406,130.9889,73.24,33,0,2.3,clear sky
640,Vanderhoof,CA,54.0166,-124.0198,44.06,61,100,1.57,overcast clouds
641,Roura,GF,4.7263,-52.3274,84.11,70,75,10.36,broken clouds
642,Nenjiang,CN,49.1833,125.2167,3.6,93,8,5.32,clear sky
643,Ropczyce,PL,50.0523,21.6089,45.37,55,0,4.03,clear sky
644,Morro Bay,US,35.3658,-120.8499,74.25,34,75,6.13,broken clouds
645,Ratnagiri,IN,16.9833,73.3,77.11,78,0,0.83,clear sky
646,Ulaangom,MN,49.9811,92.0667,-2.02,73,4,4.97,clear sky
647,Pasaquina,SV,13.5844,-87.8411,102.27,17,68,9.71,broken clouds
648,Anori,BR,-3.7728,-61.6442,76.78,90,99,1.68,overcast clouds
649,Pili,PH,13.5833,123.3,75.16,93,100,3.02,overcast clouds
650,Santa Cruz De La Palma,ES,28.6835,-17.7642,64.54,63,75,8.05,broken clouds
651,Nome,US,64.5011,-165.4064,-4.85,75,5,2.86,clear sky
652,Tadine,NC,-21.55,167.8833,76.05,77,100,8.25,overcast clouds
653,Laurel,US,39.0993,-76.8483,68.77,37,75,11.99,broken clouds
654,Olga,RU,43.7444,135.2892,28.0,70,21,5.03,few clouds
655,Natchitoches,US,31.7668,-93.1335,72.45,60,100,19.57,overcast clouds
656,Alyangula,AU,-13.8483,136.4192,75.07,100,93,0.0,overcast clouds
657,Anloga,GH,5.7947,0.8973,83.48,79,97,14.05,overcast clouds
658,Mezhdurechenskiy,RU,59.6,65.9333,24.87,92,100,12.97,light snow
659,Zhigansk,RU,66.7697,123.3711,-5.53,96,99,4.47,overcast clouds
660,Kargil,IN,34.5667,76.1,16.9,71,1,4.09,clear sky
661,Dinguiraye,GN,11.3,-10.7167,91.49,18,14,1.83,few clouds
662,Honningsvag,NO,70.9821,25.9704,35.35,69,94,49.48,light rain
663,Talagang,PK,32.9297,72.4158,71.74,38,0,2.53,clear sky
664,Haines Junction,CA,60.7522,-137.5108,22.95,74,99,4.61,overcast clouds
665,Erenhot,CN,43.6475,111.9767,27.3,28,30,7.29,scattered clouds
666,Opuwo,NA,-18.0607,13.84,75.61,60,85,7.52,overcast clouds
667,Tatawin,TN,32.9297,10.4518,53.13,57,60,14.72,broken clouds
668,Crotone,IT,39.0851,17.1178,47.19,68,78,14.07,broken clouds
669,Calabozo,VE,8.9242,-67.4293,91.81,37,93,7.02,overcast clouds
670,Raudeberg,NO,61.9875,5.1352,43.47,54,4,3.44,clear sky
671,Graaff-Reinet,ZA,-32.2522,24.5308,74.01,31,0,5.5,clear sky
672,Saquarema,BR,-22.92,-42.5103,78.94,76,100,8.68,overcast clouds
673,Vakhrushev,RU,48.9833,142.9667,20.41,68,1,10.38,clear sky
674,Niquero,CU,20.0431,-77.5828,85.17,58,18,5.06,few clouds
675,Vila Franca Do Campo,PT,37.7167,-25.4333,60.19,62,100,18.37,overcast clouds
676,Baykit,RU,61.67,96.37,18.12,95,100,5.28,overcast clouds
677,Bamiantong,CN,44.9333,130.5333,11.26,90,5,4.63,clear sky
678,Aqtobe,KZ,50.2797,57.2072,19.49,79,0,11.18,clear sky
679,Lagunas,PE,-5.2269,-75.6753,80.26,82,89,3.36,overcast clouds
680,Namie,JP,37.4833,141.0,38.71,92,100,6.08,overcast clouds
681,Griffith,US,41.5284,-87.4237,74.14,47,0,18.41,clear sky
682,Tynda,RU,55.1667,124.7167,2.37,95,96,4.5,overcast clouds
683,Tselinnoye,RU,53.0833,85.6667,15.13,90,100,6.62,overcast clouds
684,Tartus,SY,34.889,35.8866,50.0,52,94,13.4,overcast clouds
685,Mareeba,AU,-17.0,145.4333,70.52,94,13,1.86,few clouds
686,Banswada,IN,18.3833,77.8833,85.01,29,42,6.46,scattered clouds
687,Desbiens,CA,48.4178,-71.9495,29.05,78,100,17.69,overcast clouds
688,Sisimiut,GL,66.9395,-53.6735,1.24,82,10,3.24,clear sky
689,Garowe,SO,8.4054,48.4845,75.0,59,0,12.44,clear sky
690,Krasnoselkup,RU,65.7,82.4667,-3.86,96,6,9.89,clear sky
691,Linxia,CN,35.6003,103.2064,40.8,79,100,2.73,overcast clouds
692,Dubbo,AU,-32.25,148.6167,60.93,82,8,8.05,clear sky
693,Ballina,AU,-28.8667,153.5667,64.58,94,12,6.91,few clouds
694,Padang,ID,-0.9492,100.3543,77.05,82,90,3.44,overcast clouds
